level_0,index,Restaurant,Review original,Language,Translated Review,Compound,Rating,Date,Cuisine,Total Rating
1756,1803,La Gastronomica Burgers,Com justiça muito bem recomendado pelo TripAdvisor. Comida de excelente qualidade e serviço da mesma forma.,Portuguese,With justice very well recommended by TripAdvisor.Food of excellent quality and service the same way.,0.8903,40,October 2019,['Street Food'],5.0
1757,1804,La Gastronomica Burgers,"Foi muito bom! Comida, bebida e Staff nota mil! O polvo com batatas estava um arraso! O restaurante é uma graça, apesar de pequeno, os lugares são muito bem aproveitados e tudo tem um toque um pouco artístico. Continuem assim!",Portuguese,"It went really well!Food, drink and staff NOTE MIL!The octopus with potatoes was a rock!The restaurant is a grace, although small, the places are very well enjoyed and everything has a slightly artistic touch.Continue like this!",0.9037,50,October 2019,['Street Food'],5.0
1758,1805,La Gastronomica Burgers,"Adorei a comida, o ambiente, o atendimento, tudo. Vale muito a pena ir. O lugar é pequeno e não fazem reserva. Chegamos logo após a abertura e conseguimos uma mesa. Por ser muito bom, é muito concorrido. Voltaremos, com certeza.",Portuguese,"I loved the food, the environment, the service, everything.It is very worth going.The place is small and do not reserve.We arrived right after the opening and got a table.Because it is very good, it is very crowded.We will come back for sure.",0.8906,50,September 2019,['Street Food'],5.0
1759,1806,La Gastronomica Burgers,"Lugar bom para ir com paciência já que não fazem reservas e possuem poucas mesas. O preço é um pouco mais elevado, mas justifica pela originalidade e sabor dos pratos. Vá preparado para pedir varios pratos porque as porções São pequenas. O que é bom...Mais",Portuguese,"Good place to go patiently as they do not make reservations and have few tables.The price is a little higher, but justifies the originality and taste of dishes.Go prepared to ask for several dishes because the portions are small.What is good ... More",0.7992,50,June 2019,['Street Food'],5.0
1760,1807,La Gastronomica Burgers,"Comida muito boa e atendimento rápido e atencioso recomendo, boa localização com ambiente climatizado e ambiente externo com grande sombreiros !!!",Portuguese,"Very good food and fast and attentive service I recommend, good location with air -conditioned environment and external environment with large shades !!!",0.8677,40,July 2019,['Street Food'],5.0
1761,1808,La Gastronomica Burgers,"Lugar onde todos se preocupam com a qualidade da comida. As porções são pequenas mas extremamente saborosas e com toque gourmet. Vale muito a visita! 
O preço é justo",Portuguese,"Place where everyone cares about the quality of the food.The portions are small but extremely tasty and with gourmet touch.Worth the visit!
The price is fair",0.6419,50,,['Street Food'],5.0
1762,1809,La Gastronomica Burgers,"Comidas em pequenas porções, mas de alta qualidade!
Experimentem a costela e a sobremesa de amêndoas!",Portuguese,"Food in small but high quality portions!
Try the rib and almond dessert!",0.0,50,May 2019,['Street Food'],5.0
1763,1810,Desoriente,Melhor restaurante de Barcelona! A comida é incrível e o atendimento impecável. Viramos clientes! 😊,Portuguese,Best restaurant in Barcelona!The food is amazing and the impeccable service.We become customers!😊,0.8619,50,September 2022,"['Asian', 'Japanese Fusion']",5.0
1764,1811,BelleBuon,Comi um nhoque com molho de queijo e trufa simplesmente maravilhoso. Sem contar que é super custo benefício. Se quer comer bem de verdade vale mto a pena! O meu namorado comeu o fetuccini com molho branco trufado e amou tbm.,Portuguese,"I ate a gnocchi with simply wonderful cheese and truffle sauce.Not to mention that it is super cost benefit.If you want to eat well well, it's worth it!My boyfriend ate fetuccini with truffled white sauce and loved too.",0.9531,50,,"['Italian', 'Neapolitan']",5.0
1765,1812,BelleBuon,"Excelente! Comida deliciosa, sugestões do atendente certeiras! Danilo é italiano, morou no Brasil 2 anos. Simpático e fala português, o que facilitou na escolha dos pratos. O Tagliatelle com trufas genuínas foi o ponto alto. A lasanha clássica também estava muito boa. As sobremesas estavam...em um nível abaixo dos pratos, mas gostosas! Recomendo e voltaria com certeza! Uma das melhores experiências de Barcelona.Mais",Portuguese,"Great!Delicious food, suggestions from the right attendant!Danilo is Italian, lived in Brazil 2 years.Friendly and speaks Portuguese, which made it easier to choose the dishes.The taglialle with genuine truffles was the highlight.The classic lasagna was also very good.The desserts were ... at a level below the dishes, but delicious!I recommend and come back for sure!One of the best experiences in Barcelona.",0.9204,50,October 2022,"['Italian', 'Neapolitan']",5.0
1766,1813,BelleBuon,"Tudo foi incrível no BelleBuon. A comida, a simpatia dos garçons e atendentes, e especialmente a comida. Super recomendado!",Portuguese,"Everything was amazing at Bellebuon.The food, the sympathy of the waiters and attendants, and especially the food.Super recommended!",0.8251,50,,"['Italian', 'Neapolitan']",5.0
1767,1814,BelleBuon,"Foi o melhor restaurante italiano da minha vida.
A comida é sinceramente espetacular, não tem como errar nas massas frescas e as lasgnas.
Super recomendo!",Portuguese,"It was the best Italian restaurant in my life.
Food is sincerely spectacular, there is no way to make a mistake in fresh pasta and lasganna.
Super recommend!",0.9134,50,July 2022,"['Italian', 'Neapolitan']",5.0
1768,1815,BelleBuon,"Melhor lasanha que já comi na minha vida. Staff super atencioso e simpático, especialmente Dani, um italiano muito gente boa que nos atendeu super bem. Super recomendo",Portuguese,"Best lasagna I've ever eaten in my life.Super attentive and friendly staff, especially Dani, a very good Italian who served us very well.Super recommend",0.9278,50,May 2022,"['Italian', 'Neapolitan']",5.0
1769,1816,BelleBuon,"Comida simplesmente MARAVILHOSA. Nem na Itália comi uma massa tão gostosa, além do atendimento impecável! Peçam o prato principal da casa, não vão se arrepender!",Portuguese,"Simply wonderful food.Not even in Italy I ate such a delicious pasta, besides the impeccable service!Ask the house's main course, they won't regret it!",0.8838,50,May 2022,"['Italian', 'Neapolitan']",5.0
1770,1817,BelleBuon,"Muito bom, recomendo muito o lugar, vale a pena tanto as massas quanto as sobremesas, precisa marcar horario, basta entrar no site deles.",Portuguese,"Very good, I highly recommend the place, it is worth both the pasta and the desserts, you need to mark time, just enter their website.",0.7992,50,May 2022,"['Italian', 'Neapolitan']",5.0
1771,1818,BelleBuon,"Ótima comida e excelente serviço! Nota 10!. Lasanha , burata e focaccia  gostosas! É pequeno mas acolhedor! Todos no restaurante se esforçam para o cliente gostar!",Portuguese,"Great food and excellent service!Grade 10!.Lasagna, Burrata and Focaccia Hot!It's small but welcoming!Everyone in the restaurant strives for the customer to like!",0.8526,50,May 2022,"['Italian', 'Neapolitan']",5.0
1772,1819,BelleBuon,"O melhor restaurante Italiano em Barcelona, um verdadeiro pedaço da Italia em Barcelona! Comemos um tagliatelle al tartufo fresco que estava muito bom!",Portuguese,"The best Italian restaurant in Barcelona, a real piece of Italy in Barcelona!We ate a fresh tartufo taglialle that was very good!",0.8828,50,May 2022,"['Italian', 'Neapolitan']",5.0
1773,1820,BelleBuon,Melhor resturante italiano que conheci em minha vida atendimento tambem o melhor que ja tive lugar lindo muito limpo acolhedor e todos os pratos servidos la s ao maravilhosos com certeza sempre que voltar a barcelona esse sera meu restaurante preferido com certeza,Portuguese,Best Italian Reseturator I met in my life service also the best I had beautiful place very clean welcoming and all the dishes served to the wonderful for sure whenever you return to Barcelona this will be my favorite restaurant for sure,0.9831,50,May 2022,"['Italian', 'Neapolitan']",5.0
1774,1821,BelleBuon,O restaurante é maravilhoso!  Simplesmente fantástico! Um dos melhores restaurantes italianos que já em toda a minha vida! Os pratos são impecáveis e extremamente saborosos! Um restaurante que não pode faltar em sua vinda a barcelona!,Portuguese,The restaurant is wonderful!Simply amazing!One of the best Italian restaurants that already in my life!The dishes are impeccable and extremely tasty!A restaurant that can not miss in your coming Barcelona!,0.779,50,,"['Italian', 'Neapolitan']",5.0
1775,1822,BelleBuon,"Alguns pratos estavam excelentes, outros não muito. A lasagna é realmente magnífica, assim como o molho picante de calabresa de outra massa, mas nao gostamos muito da massa com molho preto nem dos gnocchi... O atendimento é ok. Antipasti bons.",Portuguese,"Some dishes were excellent, some not much.Lasagna is really magnificent, as is the spicy pepperoni sauce of another pasta, but we don't like the pasta with black sauce or gnocchi ... the service is ok.Good antipa.",0.3141,40,January 2022,"['Italian', 'Neapolitan']",5.0
1776,1823,BelleBuon,"Uma excelente escolha , comida excelente ,pratos bem e servidos saborosos.
Ambiente agradável....serviço impecável, com certeza uma das melhores opções de restaurante em barcelona
Bom custo , principalmente oela qualidade.",Portuguese,"An excellent choice, excellent food, well and tasty dishes.
Pleasant environment .... impeccable service, surely one of the best restaurant options in Barcelona
Good cost, especially oela quality.",0.9712,50,November 2021,"['Italian', 'Neapolitan']",5.0
1777,1824,BelleBuon,"Atendimento e comidas excelentes!!
Recomendo a todos que querem uma boa comida italiana em Barcelona!",Portuguese,"Service and excellent foods !!
I recommend to everyone who wants good Italian food in Barcelona!",0.8743,50,,"['Italian', 'Neapolitan']",5.0
1778,1825,BelleBuon,"Restaurante incrível, aconchegante, com comida deliciosa e um serviço impecável! Recomendo a todos que buscam uma experiencia gastronomica italiana em Barcelona!",Portuguese,"Amazing, cozy restaurant with delicious food and impeccable service!I recommend to everyone who seeks an Italian gastronomic experience in Barcelona!",0.8906,50,February 2021,"['Italian', 'Neapolitan']",5.0
1781,1828,Vrutal,"O melhor hambúrguer da rambla de Poblenou e de toda Barcelona. Eu sou vegetariana e meu namorado não, e mesmo assim a gente ama vir aqui!",Portuguese,"The best hamburger of the Rambla de Poletnou and all of Barcelona.I'm not a vegetarian and my boyfriend is not, and yet we love to come here!",0.8655,50,June 2022,"['Bar', 'Healthy']",5.0
1782,1829,Vrutal,"Descobrimos este espaço através do Tripadvisor e todas as boas críticas são justíssimas!  Adoramos todos os pratos que provamos, recomendamos muito. Sem dúvida a repetir numa próxima visita a Barcelona. 
Obrigada a todo o simpático staff.Mais",Portuguese,"We discover this space through the tripadvisor and all the good criticisms are very fair!We love all the dishes we proved, we recommend it a lot.No doubt repeating in a next visit to Barcelona.
Thanks to all the friendly staff.",0.9165,50,April 2022,"['Bar', 'Healthy']",5.0
1783,1830,Vrutal,"Amamos! Atendimento e comida nota 1.000. Principalmente Ash, Simon e Dalila. Tomamos un batido matcha, e comimos boniato al horno",Portuguese,"We love it!Service and food note 1,000.Especially Ash, Simon and Delilah.We took a hit matcha, and ate boniato al horno",0.6696,50,June 2021,"['Bar', 'Healthy']",5.0
1784,1831,Vrutal,A comida era incrível! Principalmente a couve-flor e o sanduíche de cogumelo puxado. A equipe é super simpática e o lugar tem um lindo terraço perfeito para quando o tempo está bom:),Portuguese,The food was amazing!Mainly the cauliflower and the tugged mushroom sandwich.The team is super friendly and the place has a beautiful perfect terrace for when the time is good :),0.9678,50,September 2020,"['Bar', 'Healthy']",5.0
1785,1832,Vrutal,"Vim aqui para verificar o novo garoto no quarteirão, não fiquei desapontado em tudo.
As asas de couve-flor eram uma loucura, e batatas fritas com chili de queijo foram incríveis.
Definitivamente vou voltar para experimentar o hambúrguer Blind Date também.
Todos os pratos que experimentei...estavam batendo.
Altamente recomendado.
Vá imediatamente, vá hoje e depois vá novamente.Mais",Portuguese,"I came here to check the new boy in the block, I was not disappointed in everything.
The cauliflower wings were crazy, and cheese chili fries were amazing.
I will definitely go back to try the Blind Date hamburger as well.
All the dishes I tried ... were beating.
Highly recommended.
Go immediately, go today and then go again.",0.3065,50,,"['Bar', 'Healthy']",5.0
1786,1833,Vrutal,"A comida é fantástica e as opções disponíveis são enormes. É óbvio que muito cuidado foi tomado para criar tal menu e você pode ver a atenção aos detalhes na apresentação e nos sabores dos alimentos. As batatas fritas com chili são inacreditáveis, a 'carne'...e o 'queijo' são muito autênticos. Também experimentei o Mac com queijo, a tigela de Bimbimpap, o hambúrguer de cogumelo de churrasco e as asas de couve-flor. Eu não poderia aconselhar qual é o melhor porque eles são INCRÍVEIS. Esta foi facilmente a melhor comida que tive por um longo tempo. O local também é lindo, com decoração deslumbrante e terraço interno (inauguração pendente). Mal posso esperar para voltar! ??Mais",Portuguese,"The food is fantastic and the options available are huge.It is obvious that very careful has been taken to create such a menu and you can see attention to details in the presentation and flavors of food.Chili chips are unbelievable, 'meat' ... and 'cheese' are very authentic.I also tried Mac with cheese, bimbimpap bowl, barbecue mushroom hamburger and cauliflower wings.I could not advise which one is best because they are amazing.This was easily the best food I had for a long time.The place is also beautiful, with stunning decoration and inner terrace (pending inauguration).I can't wait to go back!??More",0.9784,50,September 2020,"['Bar', 'Healthy']",5.0
1787,1834,Le Romane,Pizza muito boa. Local espetacular com uma boa esplanada. O melhor arendimento que tivemos em Barcelona o do Manu!! Recomendo!!,Portuguese,Very good pizza.Spectacular place with a good terrace.The best. We had in Barcelona Manu !!I recommend!!,0.9355,50,February 2023,"['Italian', 'Pizza']",5.0
1788,1835,Le Romane,Estava tudo muito bom. Eu comi massa carbonara e o meu parceiro pizza. Estava tudo ótimo. Quem nos atendeu foi o Lucas que foi excepcional connosco.,Portuguese,Everything was very good.I ate carbonara mass and my partner pizza.Everything was great.Who answered us was Lucas who was exceptional with us.,0.0,50,February 2023,"['Italian', 'Pizza']",5.0
1789,1836,Le Romane,"Pizzas muito boas e ambiente agradável. No entanto, o melhor foi mesmo o atendimento recebido pelo Manu.
Recomendamos muito",Portuguese,"Very good pizzas and pleasant environment.However, the best was really the service received by Manu.
We recommend",0.9216,50,February 2023,"['Italian', 'Pizza']",5.0
1790,1837,Le Romane,"Pessoa incrível, muito carismático, tornou o lugar melhor do que já era! Torcedor do River!! Obrigado pela hospitalidade..",Portuguese,"Amazing, very charismatic person made the place better than it was!River fan !!Thanks for the hospitality ..",0.9149,50,February 2023,"['Italian', 'Pizza']",5.0
1791,1838,Le Romane,"Adoramos o atendimento! Muito educado, prestativo, carismático!! Nos sentimos em casa! Continue assim! Vamos River",Portuguese,"We love the service!Very polite, helpful, charismatic !!We feel at home!Keep it up!Let's River",0.8469,50,,"['Italian', 'Pizza']",5.0
1792,1839,Le Romane,"Super bem atendidos por Manuelito, ambiente ótimo, comida super gostosa. Ótima localização também. Música, casa cheia, noite bem agradável em Barcelona",Portuguese,"Super well served by Manuelito, great atmosphere, super hot food.Great location too.Music, full house, very nice night in Barcelona",0.9524,50,February 2023,"['Italian', 'Pizza']",5.0
1793,1840,Le Romane,"Restaurante super agradavel, comida excelente e atendimento impecavel. Tony nos recebeu com educaçao e entusiasmo, fez toda diferença! Recomendo!!!!",Portuguese,"Super pleasant restaurant, excellent food and impeccable service.Tony welcomed us with education and enthusiasm, made all the difference!I recommend!!!!",0.9543,40,February 2023,"['Italian', 'Pizza']",5.0
1794,1841,Le Romane,"Local muito agradável e agitado, com toda a equipe muito gentil e atenciosa a todos momentos, em especial o Tony! Obrigado a todos!",Portuguese,"Very nice and agitated place, with all the team very kind and attentive at all times, especially Tony!Thank you all!",0.6257,50,February 2023,"['Italian', 'Pizza']",5.0
1795,1842,Le Romane,"Atendimento sensacional de Tony e Manuelito!
Cardápio de massas fantásticas .
Pedimos uma pizza para entrada !
4 massas sensacionais 
Sangria espatular 
E para fechar um mil folhas do Deuses ❤️",Portuguese,"Sensational service by Tony and Manuelito!
Fantastic pasta menu.
We ordered a pizza for entry!
4 Sensational masses
Spatular
And to close a thousand leaves of the gods ❤️",0.6351,50,January 2023,"['Italian', 'Pizza']",5.0
1796,1843,Le Romane,"Pedimos as recomendações do Manu sobre as refeições e sobremesa. Os pratos e sobremesa estavam deliciosos, com certeza, voltaremos.",Portuguese,"We ask Manu's recommendations on meals and dessert.The dishes and dessert were delicious, surely we will be back.",0.765,50,January 2023,"['Italian', 'Pizza']",5.0
1797,1844,Le Romane,Muito bons pratos. Massas deliciosas e ótimo atendimento do Nico. Muito bom!!!Ótimas sobremesas. Tiramissu e mil folhas.,Portuguese,Very good dishes.Delicious pasta and great service from Nico.Very good !!! Great desserts.Tiramisu and a thousand leaves.,0.9474,50,,"['Italian', 'Pizza']",5.0
1798,1845,Le Romane,Adoramos as pizzas. Muito saborosas. Fomos muito bem atendidos pelo Toni. Muito atencioso e simpático.  Boas opções de vinhos e sobremesas deliciosas.,Portuguese,We love the pizzas.Very tasty.We were very well attended by Toni.Very attentive and friendly.Good options for delicious wines and desserts.,0.8832,50,,"['Italian', 'Pizza']",5.0
1799,1846,Le Romane,"Super recomendo! A comida estava top e o atendimento foi, sem dúvida, excecional! Fomos atendidos pelo Manu, muito simpático e atencioso!
Só temos coisas boas a apontar!",Portuguese,"Super recommend!The food was top and the service was undoubtedly exceptional!We were attended by Manu, very friendly and attentive!
We just have good things to point out!",0.9226,50,,"['Italian', 'Pizza']",5.0
1800,1847,Le Romane,"Quase nunca escrevo resenhas de restaurantes, mas encontramos um garçom lá que teve que ser reconhecido publicamente. Manu era o nome dele e ele era fenomenal. Ele atendeu e foi rápido, inteligente, atencioso e conhecedor da comida. E ele tinha esse comportamento amigável que nos...Mais",Portuguese,"I almost never write restaurant reviews, but we found a waiter there that had to be publicly recognized.Manu was his name and he was phenomenal.He answered and was fast, intelligent, attentive and knowledgeable of the food.And he had this friendly behavior that ... More",0.8786,50,January 2023,"['Italian', 'Pizza']",5.0
1801,1848,Le Romane,"Espetacular. Tudo muito bom. As pizzas, o local e o atendimento. 5*
Grande atendimento do Dawid, do Manuel e do dono do restaurante. Simpatia extrema",Portuguese,"Amazing.All very good.The pizzas, the place and the service.5*
Great service from Dawid, Manuel and the owner of the restaurant.Extreme sympathy",0.765,50,January 2023,"['Italian', 'Pizza']",5.0
1802,1849,Le Romane,"Excelente experiência.  Optámos pelo spaghetti à carbonara e por duas pizzas diferentes e tudo estava óptimo.  O atendimento do Manu foi excelente, sempre super atencioso e com excelentes indicações.",Portuguese,"Excellent experience.We opted for Spaghetti to Carbonara and two different pizzas and everything was great.Manu's service was excellent, always super attentive and with excellent indications.",0.9432,50,January 2023,"['Italian', 'Pizza']",5.0
1803,1850,Le Romane,"Muito bom serviço e boa comida, recomendo.

Tem tudo que é necessário.

Fomos bem servidos pelo Sr. Manu 

5* TOP",Portuguese,"Very good service and good food, I recommend.

It has everything necessary.

We were well served by Mr.Manu

5* Top",0.8953,50,January 2023,"['Italian', 'Pizza']",5.0
1804,1851,Le Romane,"Comida excelente, o garçon Pablo muito atencioso, educado, simpatico, vale a pena conhecer esse restaurante. Atendimento nota 10 para Pablo",Portuguese,"Excellent food, the waite Pablo very attentive, polite, friendly, is worth knowing this restaurant.NOTE 10 SERVICE FOR PABLO",0.8428,50,,"['Italian', 'Pizza']",5.0
1805,1852,Le Romane,"Ótima comida, ambiente acolhedor e equipe simpática. Fomos atendido pelo Dawid, que foi muito atencioso e prestativo.

Recomendo.",Portuguese,"Great food, welcoming atmosphere and friendly staff.We were attended by Dawid, which was very attentive and helpful.

I recommend.",0.9409,50,January 2023,"['Italian', 'Pizza']",5.0
1806,1853,La Parrillada,Bom serviço o empregado Vítor excelente é um restaurante a repetir a parrilhada especial é um espectáculo,Portuguese,"Good service the employee Vitor Excellent is a restaurant repeating the special parr, a show is a show",0.8519,50,,['Grill'],5.0
1807,1854,La Parrillada,"Fui com o meu marido e foi ótimo. Serviço atencioso e todos muito simpáticos. 

Carne muito boa no ponto certo. Empanadas deliciosas",Portuguese,"I went with my husband and it was great.Attentive service and all very friendly.

Very good meat at the right point.Delicious Empenadas",0.7876,50,November 2022,['Grill'],5.0
1808,1855,La Parrillada,"Qualidade muito boa, comida fresca e o atendimento é excelente, com toda certeza eu voltarei em outras oportunidades.",Portuguese,"Very good quality, fresh food and service is excellent, surely I will be back on other occasions.",0.9073,50,,['Grill'],5.0
1809,1856,La Patsa Lab,"Comida simplesmente deliciosa, staff muito simpático e atencioso. O espaço muito bonito e acolhedor. Foi uma experiência fantástica que desejo repetir quando voltar a Barcelona! Sorbet de Amaretto com sabor muito intenso produzido pelo próprio chef, que teve a delicadeza de explicar a sua composição",Portuguese,"Simply delicious food, very friendly and attentive staff.The space very beautiful and welcoming.It was a fantastic experience that I want to repeat when you return to Barcelona!Sorbet de Amaretto with a very intense flavor produced by the chef himself, who was delicious to explain his composition",0.9677,50,February 2023,"['Italian', 'Mediterranean']",5.0
1810,1857,La Patsa Lab,"Desde a comida deliciosa à simpatia dos funcionários, tudo perfeito. Seguramente um restaurante a repetir!!",Portuguese,"From the delicious food to the sympathy of employees, all perfect.Surely a restaurant to repeat !!",0.7772,50,January 2022,"['Italian', 'Mediterranean']",5.0
1811,1858,La Patsa Lab,"Ótima comida, ambiente acolhedor, música boa e atendimento incrível com funcionários muito simpáticos. É possível ver a comida sendo feita, o que torna a experiência mais interessante.",Portuguese,"Great food, welcoming atmosphere, good music and amazing service with very friendly employees.You can see the food being done, which makes the experience more interesting.",0.9647,50,February 2023,"['Italian', 'Mediterranean']",5.0
1812,1859,La Patsa Lab,"Ambiente aconchegante. Comida deliciosa, e o atendimento muito bom e respeitoso. Com certeza voltarei mais vezes!!!!",Portuguese,"Cozy atmosphere.Delicious food, and the service very good and respectful.I will definitely come back more often !!!!",0.7941,50,February 2023,"['Italian', 'Mediterranean']",5.0
1813,1860,La Patsa Lab,"Muito muito bom!!! 
O ambiente do restaurante muito agradável assim como todos os funcionários.
Comida  muito boa, sobretudo as sobremesas
Recomendo vivamente!",Portuguese,"Very very good!!!
The restaurant atmosphere is very pleasant as well as all employees.
Very good food, especially desserts
I highly recommend it!",0.9526,50,,"['Italian', 'Mediterranean']",5.0
1814,1861,La Patsa Lab,"Mesmo chegando perto da hora do fecho, aceitaram a nossa entrada, deram as melhores sugestões e reagiram simpaticamente,",Portuguese,"Even coming close to the closing time, they accepted our entrance, gave the best suggestions and reacted sympathetically,",0.743,50,,"['Italian', 'Mediterranean']",5.0
1815,1862,La Patsa Lab,"O melhor restaurante de Barcelona.
Ambiente agradável e comida maravilhosa . 
É possível observar a produção das massas pelo vidro externo.",Portuguese,"The best restaurant in Barcelona.
Nice atmosphere and wonderful food.
It is possible to observe the production of the pasta through the outer glass.",0.8934,50,January 2023,"['Italian', 'Mediterranean']",5.0
1816,1863,La Patsa Lab,Atendimento eh maravilhoso. Vc se sente em casa e a comida perfeita. O prato que gosto mais eh o tortelone de mascarpone com balsâmico - recomendo mto esse.,Portuguese,Customer is wonderful.You feel at home and the perfect food.The dish I like the most is the mascarpone tortelone with balsamic - I recommend this.,0.8271,50,,"['Italian', 'Mediterranean']",5.0
1817,1864,La Patsa Lab,"Comida muito boa, atendimento ótimo! Ambiente gostoso, música boa! 
Atendimento impecável
Recomendo o Tiramissu como sobremesa, excepcional!",Portuguese,"Very good food, great service!Hot environment, good music!
Impeccable service
I recommend Tiramissu as a dessert, exceptional!",0.934,50,October 2022,"['Italian', 'Mediterranean']",5.0
1818,1865,La Patsa Lab,Restaurante Maravilhoso! O atendimento sensacional  e as pastas muito saborosas ! Vale a pena conhecer e ainda degustar um belo vinho . 🍷,Portuguese,Wonderful restaurant!The sensational service and very tasty folders!It is worth knowing and still tasting a beautiful wine.🍷,0.8774,50,,"['Italian', 'Mediterranean']",5.0
1819,1866,La Patsa Lab,"Melhor restaurante..... comida maravilhosa e atendimento o melhor
Amamos e voltaríamos com certeza.
Fácil de chegar....",Portuguese,"Best restaurant ..... wonderful food and service the best
We loved and would come back for sure.
Easy to arrive ....",0.969,50,September 2022,"['Italian', 'Mediterranean']",5.0
1820,1867,La Patsa Lab,"Massa excelente, cozinha a vista, atendimento nota 10. Para quem gosta de comida italiana, é altamente recomendado. Preço justo.",Portuguese,"Excellent pasta, kitchen in sight, note 10. For those who like Italian food, it is highly recommended.Fair price.",0.7351,50,,"['Italian', 'Mediterranean']",5.0
1821,1868,La Patsa Lab,"Comida e ambiente maravilhosos! Vale a visita!!!!! Lugar pequeno, então é necessário reservar!!!!! Voltaremos com certeza ♥️",Portuguese,"Wonderful food and environment!Worth the visit !!!!!Small place, so you need to reserve !!!!!We'll be back for sure ♥ ️",0.8002,50,,"['Italian', 'Mediterranean']",5.0
1822,1869,La Patsa Lab,"Atendimento impecável!
Fomos muito bem atendidos pela Sara. Comida excelente, ambiente super agradável. Sara fez a diferença.",Portuguese,"Impeccable service!
We were very well attended by Sara.Excellent food, super nice atmosphere.Sara made the difference.",0.855,50,,"['Italian', 'Mediterranean']",5.0
